Alliance,Association,CaCode,MCVAboveAlliance,SumOfCountOfSurveyID,Inactivated,CaCodeUpdate,AllianceUpdate,AssociationUpdate,InactivationType,LineageNewCaCode
Juniperus californica,,89.100.00,,99,FALSE,,,,,
Juniperus californica,,89.100.00,,2,FALSE,,,,,
Juniperus californica,Juniperus californica / (Cercocarpus montanus – Fraxinus dipetala),89.100.14,,4,FALSE,,,,,
Juniperus californica,Juniperus californica / Agave deserti,89.100.03,,13,FALSE,,,,,
Juniperus californica,Juniperus californica / Coleogyne ramosissima,89.100.04,,2,FALSE,,,,,
Juniperus californica,Juniperus californica / Ericameria linearifolia / annual – perennial herb,89.100.02,,5,FALSE,,,,,
Juniperus californica,Juniperus californica / Ericameria linearifolia / annual – perennial herb,89.100.02,,10,FALSE,,,,,
Juniperus californica,Juniperus californica / Eriogonum fasciculatum – Artemisia californica,89.100.12,,2,FALSE,,,,,
Juniperus californica,Juniperus californica / Eriogonum fasciculatum – Artemisia californica,89.100.12,,1,FALSE,,,,,
Juniperus californica,Juniperus californica / herbaceous,89.100.15,,8,FALSE,,,,,
Juniperus californica,Juniperus californica / herbaceous,89.100.15,,1,FALSE,,,,,
Juniperus californica,Juniperus californica / Prunus ilicifolia / moss,,,2,FALSE,89.100.16,,,,
Juniperus californica,Juniperus californica / Quercus cornelius-mulleri – Coleogyne ramosissima,89.100.05,,4,FALSE,,,,,
Juniperus californica,Juniperus californica / Yucca schidigera / Pleuraphis rigida,89.100.08,,4,FALSE,,,,,
Juniperus grandis,,89.200.00,,23,FALSE,,,,,
Juniperus grandis,Juniperus grandis,89.200.01,,25,TRUE,,,,Merged,89.200.06
Juniperus grandis,Juniperus grandis – Cercocarpus ledifolius / Artemisia tridentata,89.200.03,,3,FALSE,,,,,
Juniperus grandis,Juniperus grandis / (Arctostaphylos nevadensis – Quercus vaccinifolia),89.200.06,,5,FALSE,,,,,
Juniperus grandis,Juniperus grandis / Artemisia tridentata,89.200.02,,9,FALSE,,,,,
Juniperus occidentalis,,89.400.00,,1,FALSE,,,,,
Juniperus occidentalis,Juniperus occidentalis – (Pinus jeffreyi – Pinus ponderosa) / Cercocarpus ledifolius,89.400.03,,42,FALSE,,,,,
Juniperus occidentalis,Juniperus occidentalis  / (Poa secunda – Festuca idahoensis – Pseudoroegneria spicata),89.400.05,,12,FALSE,,,,,
Juniperus occidentalis,Juniperus occidentalis / Artemisia arbuscula / Poa secunda,,,28,FALSE,89.400.04,,,,
Juniperus occidentalis,Juniperus occidentalis / Artemisia arbuscula / Poa secunda,89.400.04,,3,FALSE,,,,,
Juniperus occidentalis,Juniperus occidentalis / Artemisia tridentata – Purshia tridentata,89.400.06,,35,FALSE,,,,,
Juniperus osteosperma,,89.300.00,,16,FALSE,,,,,
Juniperus osteosperma,Juniperus osteosperma – Yucca brevifolia / Bouteloua eriopoda,89.300.05,,16,FALSE,,,,,
Juniperus osteosperma,Juniperus osteosperma / Artemisia tridentata ssp. tridentata,89.300.12,,13,FALSE,,,,,
Juniperus osteosperma,Juniperus osteosperma / Coleogyne ramosissima,89.300.08,,5,FALSE,,,,,
Juniperus osteosperma,Juniperus osteosperma / Eriogonum fasciculatum – Yucca baccata,89.300.13,,12,FALSE,,,,,
Keckiella antirrhinoides,,,,2,FALSE,32.065.00,,,,
Keckiella antirrhinoides,Keckiella antirrhinoides – Artemisia californica,32.065.02,,6,FALSE,,,,,
Keckiella antirrhinoides,Keckiella antirrhinoides – Mixed Chaparral,32.065.04,,2,FALSE,,,,,
Krascheninnikovia lanata,,,,1,FALSE,36.500.00,,,,
Krascheninnikovia lanata,,36.500.00,,11,FALSE,,,,,
Krascheninnikovia lanata,Krascheninnikovia lanata,36.500.01,,14,FALSE,,,,,
Krascheninnikovia lanata,Krascheninnikovia lanata – Gutierrezia spp. / Bouteloua eriopoda – Pleuraphis rigida,,,6,FALSE,,,,,
Larrea tridentata,,33.010.00,,519,FALSE,,,,,
Larrea tridentata,Larrea tridentata,33.140.04,,187,FALSE,,,,,
Larrea tridentata,Larrea tridentata – Atriplex confertifolia,33.010.17,,10,FALSE,,,,,
Larrea tridentata,Larrea tridentata – Atriplex polycarpa,33.010.12,,23,FALSE,,,,,
Larrea tridentata,Larrea tridentata – Ephedra nevadensis,33.010.10,,14,FALSE,,,,,
Larrea tridentata,Larrea tridentata – Krameria grayi – Pleuraphis rigida,33.010.07,,3,FALSE,,,,,
Larrea tridentata,Larrea tridentata – Pleuraphis rigida,33.010.13,,5,FALSE,,,,,
Larrea tridentata,Larrea tridentata (sparse post-burn / herbaceous),33.010.20,,13,FALSE,,,,,
Larrea tridentata,Larrea tridentata / wash,33.010.06,,4,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,,33.140.00,,747,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa,33.140.42,,178,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – (Echinocactus polycephalus – Opuntia basilaris),33.140.51,,6,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – (Ephedra nevadensis – Lycium andersonii),33.140.52,,44,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Ambrosia salsola,33.140.54,,37,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Amphipappus fremontii,33.140.40,,16,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Atriplex confertifolia,33.140.39,,85,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Atriplex hymenelytra,33.140.09,,42,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Callinandra eriophylla,33.027.03,,8,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,"Larrea tridentata – Ambrosia dumosa – Cylindropuntia (acanthocarpa, ramosissima)",33.140.53,,4,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Ephedra funerea,33.140.29,,37,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Eriogonum fasciculatum,33.140.28,,12,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Fagonia laevis,33.140.41,,5,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Fouquieria splendens,33.140.44,,12,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Galium angustifolium – Lyrocarpa coulteri,33.140.10,,1,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,"Larrea tridentata – Ambrosia dumosa – Krameria (erecta, grayi)",33.140.55,,57,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Krameria grayi,33.140.22,,1,TRUE,,,,Merged,33.140.55
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Olneya tesota,33.140.49,,11,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,"Larrea tridentata – Ambrosia dumosa – Psorothamnus (arborescens, fremontii)",33.140.56,,75,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Psorothamnus emoryi – sandy,33.140.08,,3,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Psorothamnus schottii,33.140.07,,15,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Senna armata,33.140.13,,17,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa – Yucca schidigera,33.140.11,,45,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa / Cryptogamic crust,33.140.35,,16,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa / Pleuraphis rigida,33.140.17,,31,FALSE,,,,,
Larrea tridentata – Ambrosia dumosa,Larrea tridentata – Ambrosia dumosa–Cylindropuntia munzii,33.027.03,,17,FALSE,,,,,
Larrea tridentata – Encelia farinosa,,33.027.00,,190,FALSE,,,,,
Larrea tridentata – Encelia farinosa,Encelia farinosa  – Larrea tridentata –Psorothamnus schottii,33.027.05,,6,FALSE,,,,,
Larrea tridentata – Encelia farinosa,Larrea tridentata – Encelia farinosa,33.027.05,,48,FALSE,,,,,
Larrea tridentata – Encelia farinosa,Larrea tridentata – Encelia farinosa – Ambrosia dumosa,33.027.03,,20,FALSE,,,,,
Larrea tridentata – Encelia farinosa,Larrea tridentata – Encelia farinosa – Bebbia juncea,33.027.02,,13,FALSE,,,,,
Larrea tridentata – Encelia farinosa,Larrea tridentata – Encelia farinosa – Pleurocoronis pluriseta,33.027.07,,16,FALSE,,,,,
Larrea tridentata – Encelia farinosa,Larrea tridentata – Encelia farinosa – Salvia greatae,,,5,FALSE,,,,,
Lasthenia californica - Plantago erecta - Vulpia microstachys,,44.108.00,,1,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,,44.108.00,,36,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,,44.108.00,,2,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Erigeron glaucus – Lasthenia californica,44.108.22,,1,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Hemizonia congesta – Lolium perenne,41.321.04,,43,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Hesperevax sparsiflora – (Microseris douglasii – Plagiobothrys spp.),,,5,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Hesperevax sparsifolia – (Microseris douglasii – Plagiobothrys spp.),,,1,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,"Lasthenia (californica, gracilis)",44.108.12,,9,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Lasthenia californica – Plantago erecta – Hesperevax sparsiflora,44.108.01,,67,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Layia pentachaeta – Plagiobothrys (canescens),44.108.16,,2,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Lepidium nitidum – Trifolium gracilentum – Vulpia microstachys,44.108.17,,1,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Lepidium nitidum – Trifolium gracilentum – Vulpia microstachys,44.108.17,,3,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Leptosiphon ambiguus,44.108.26,,3,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Lotus humistratus – Plantago erecta – Lomatium spp.,44.108.20,,6,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Micropus californicus,44.108.21,,5,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Plantago erecta – Lolium perenne lichen-rocky,44.108.02,,35,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Vulpia microstachys,44.108.18,,7,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Vulpia microstachys – Plantago erecta,44.108.04,,22,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Vulpia microstachys – Plantago erecta,44.108.04,,1,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,"Vulpia microstachys – Plantago erecta – Calycadenia (truncata, multiglandulosa)",44.108.03,,13,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Vulpia microstachys – Sedella pumila – Lasthenia californica,44.109.06,,18,FALSE,,,,,
Lasthenia californica – Plantago erecta – Vulpia microstachys,Vulpia microstachys – Selaginella hansenii,44.108.10,,22,FALSE,,,,,
Lasthenia fremontii – Distichlis spicata,,44.119.00,,1,FALSE,,,,,
Lasthenia fremontii – Distichlis spicata,Frankenia salina – Psilocarphus brevissimus,44.119.12,,2,FALSE,,,,,
Lasthenia fremontii – Distichlis spicata,"Hordeum (depressum, murinum ssp. leporinum)",44.119.06,,1,FALSE,,,,,
Lasthenia fremontii – Distichlis spicata,Hordeum depressum – Spergularia (marina),44.119.06,,6,FALSE,,,,,
Lasthenia fremontii – Downingia (bicornuta),,42.007.00,,4,FALSE,,,,,
Lasthenia fremontii – Downingia (bicornuta),Downingia insignis – Psilocarphus brevissimus,44.119.03,,1,FALSE,,,,,
Lasthenia fremontii – Downingia (bicornuta),"Eryngium (vaseyi, castrense)",42.007.06,,7,FALSE,,,,,
Lasthenia fremontii – Downingia (bicornuta),Lasthenia fremontii,42.007.07,,2,FALSE,,,,,
Lasthenia fremontii – Downingia (bicornuta),Lasthenia fremontii – Downingia bicornuta,42.007.03,,3,FALSE,,,,,
Lasthenia fremontii – Downingia (bicornuta),Lasthenia fremontii – Downingia ornatissima,42.007.04,,19,FALSE,,,,,
Lasthenia fremontii – Downingia (bicornuta),Plagiobothrys stipitatus – Psilocarphus brevissimus,42.007.09,,2,FALSE,,,,,
Lasthenia glaberrima,,44.140.00,,1,FALSE,,,,,
Lasthenia glaberrima,Lasthenia glaberrima – Downingia insignis,44.140.05,,1,FALSE,,,,,
Lasthenia glaberrima,Lasthenia glaberrima – Lupinus bicolor,44.140.06,,1,FALSE,,,,,
Lasthenia glaberrima,Lasthenia glaberrima – Pleuropogon californicus,44.140.02,,2,FALSE,,,,,
Lasthenia glaberrima – Eleocharis macrostachya,Eleocharis macrostachya – Lasthenia glaberrima,45.230.05,,1,FALSE,,,,,
Lasthenia glaberrima – Eleocharis macrostachya,Eleocharis macrostachya Vernal Pool,44.140.07,,1,FALSE,,,,,
Layia fremontii – Achyrachaena mollis,,42.002.00,,3,FALSE,,,,,
Layia fremontii – Achyrachaena mollis,Layia fremontii – Achyrachaena mollis,42.002.01,,13,FALSE,,,,,
Layia fremontii – Achyrachaena mollis,Plagiobothrys austiniae – Achyrachaena mollis,42.002.04,,1,FALSE,,,,,
Lemna (minor) and Relatives,Lemna (minor),52.105.01,,1,FALSE,,,,,
Lepidium latifolium,Lepidium latifolium,52.205.02,,1,FALSE,,,,,
Lepidium latifolium,Lepidium latifolium – Distichlis spicata,52.205.01,,1,FALSE,,,,,
Lepidium latifolium – (Lactuca serriola),Lepidium latifolium,52.205.02,,2,FALSE,,,,,
Lepidium latifolium – Lactuca serriola,,52.205.00,,3,FALSE,,,,,
Lepidium latifolium – Lactuca serriola,Chenopodium album – Rumex spp.,52.205.04,,2,FALSE,,,,,
Lepidium latifolium – Lactuca serriola,Dittrichia graveolens – Pseudognaphalium luteoalbum,52.205.03,,7,FALSE,,,,,
Lepidium latifolium – Lactuca serriola,Lepidium latifolium,52.205.02,,1,FALSE,,,,,
Lepidospartum squamatum,,32.070.00,,99,FALSE,,,,,
Lepidospartum squamatum,Lepidospartum squamatum – Artemisia californica,32.070.09,,2,FALSE,,,,,
Lepidospartum squamatum,Lepidospartum squamatum – Atriplex canescens,32.070.04,,1,FALSE,,,,,
Lepidospartum squamatum,Lepidospartum squamatum – Baccharis salicifolia,32.070.05,,6,FALSE,,,,,
Lepidospartum squamatum,Lepidospartum squamatum – Eriodictyon trichocalyx – Hesperoyucca whipplei,32.070.08,,23,FALSE,,,,,
Lepidospartum squamatum,Lepidospartum squamatum – Eriogonum fasciculatum,32.070.06,,23,FALSE,,,,,
Lepidospartum squamatum,Lepidospartum squamatum / Amsinckia menziesii,32.070.07,,4,FALSE,,,,,
Lepidospartum squamatum,Lepidospartum squamatum / desert ephemeral annuals,32.070.10,,5,FALSE,,,,,
Lepidospartum squamatum,Lepidospartum squamatum / ephemeral annuals,32.070.03,,8,FALSE,,,,,
Leymus cinereus,Leymus cinereus,41.020.01,,2,FALSE,,,,,
Leymus cinereus – Leymus triticoides,,,,2,FALSE,41.081.00,,,,
Leymus cinereus – Leymus triticoides,,41.081.00,,15,FALSE,,,,,
Leymus cinereus – Leymus triticoides,Leymus cinereus,41.020.01,,3,FALSE,,,,,
Leymus cinereus – Leymus triticoides,Leymus triticoides,41.080.01,,40,FALSE,,,,,
Leymus cinereus – Leymus triticoides,Leymus triticoides – Bromus spp. – Avena spp.,41.080.02,,7,FALSE,,,,,
Leymus cinereus – Leymus triticoides,Leymus triticoides – Lolium perenne,41.080.03,,7,FALSE,,,,,
Leymus cinereus – Leymus triticoides,Leymus triticoides – Poa secunda,41.080.06,,5,FALSE,,,,,
Leymus condensatus,,41.265.00,,7,FALSE,,,,,
Leymus condensatus,Leymus condensatus,41.265.01,,6,FALSE,,,,,
Leymus mollis,Leymus mollis – Abronia latifolia – (Cakile sp.),41.260.03,,21,FALSE,,,,,
Leymus triticoides,,41.080.00,,4,TRUE,,,,Merged,41.081.00
Leymus triticoides,Leymus triticoides,41.080.01,,6,FALSE,,,,,
Leymus triticoides,Leymus triticoides – Anemopsis californica,41.080.05,,1,FALSE,,,,,
Leymus triticoides,Leymus triticoides – Lolium perenne,41.080.03,,2,FALSE,,,,,
Lolium perenne,,,,1,FALSE,41.321.00,,,,
Lolium perenne,,41.321.00,,5,FALSE,,,,,
Lolium perenne,Aegilops triuncialis – Hemizonia congesta,42.003.01,,1,FALSE,,,,,
Lolium perenne,Lolium perenne,41.321.01,,39,FALSE,,,,,
Lolium perenne,Lolium perenne,41.321.07,,9,TRUE,,,,Lumped,41.321.01
Lolium perenne,Lolium perenne – (Centaurium muehlenbergii),41.321.03,,2,FALSE,,,,,
Lolium perenne,Lolium perenne – Bromus hordeaceus,41.321.02,,8,FALSE,,,,,
Lolium perenne,Lolium perenne – Hordeum marinum – Ranunculus californicus,41.321.05,,7,FALSE,,,,,
Lolium perenne,Lolium perenne – Lotus corniculatus,41.321.11,,2,FALSE,,,,,
Lotus scoparius,,52.240.00,,9,TRUE,,,,Merged,37.070.00
Lotus scoparius,Lotus scoparius,52.240.01,,12,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,,37.070.00,,34,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,,37.070.00,,1,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Dendromecon rigida,37.750.01,,1,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Eriodictyon californicum / herbaceous,35.080.01,,45,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Eriodictyon crassifolium,37.090.01,,5,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Eriodictyon parryi,37.070.01,,1,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Lotus scoparius,,,1,FALSE,52.240.01,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Lotus scoparius,52.240.01,,24,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Lupinus albifrons,32.081.01,,36,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Lupinus albifrons – Lotus scoparius / (Oenothera deltoides – Croton californicus),37.070.03,,8,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Lupinus albifrons – Lotus scoparius / Chorizanthe pungens,37.070.02,,16,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Lupinus albifrons – Senecio flaccidus var. douglasii,,,3,FALSE,32.081.03,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Lupinus albifrons – Senecio flaccidus var. douglasii,32.081.03,,2,FALSE,,,,,
Lotus scoparius – Lupinus albifrons – Eriodictyon spp.,Lupinus albifrons coastal,32.081.02,,18,FALSE,,,,,
Lotus unifoliolatus,,52.230.00,,4,FALSE,,,,,
Lotus unifoliolatus,Lotus unifoliolatus,52.230.01,,19,FALSE,,,,,
"Ludwigia (hexapetala, peploides)","Ludwigia (hexapetala, peploides)",52.118.01,,3,FALSE,,,,,
"Ludwigia (hexapetala, peploides) – Eichhornia crassipes","Ludwigia (hexapetala, peploides)",52.118.01,,11,FALSE,,,,,
Lupinus albifrons,Lupinus albifrons,32.081.01,,3,FALSE,,,,,
Lupinus albifrons,Lupinus albifrons Coastal,32.081.02,,7,FALSE,,,,,
Lupinus arboreus,Baccharis pilularis – Lupinus arboreus,32.060.06,,1,FALSE,,,,,
Lupinus arboreus,Lupinus arboreus,32.080.02,,28,FALSE,,,,,
Lupinus arboreus,Lupinus arboreus / Bromus diandrus,32.080.01,,2,FALSE,,,,,
Lupinus benthamii – Chorizanthe membranacea,Lupinus benthamii – Chorizanthe membranacea,,,13,FALSE,43.200.04,,,,
Lupinus chamissonis – Ericameria ericoides,Ericameria ericoides,32.160.01,,4,FALSE,,,,,
Lupinus chamissonis – Ericameria ericoides,Lupinus chamissonis – Ericameria ericoides,32.160.03,,9,FALSE,,,,,
Lycium andersonii – Lycium cooperi,,33.360.00,,1,TRUE,,,,Merged,33.185.00
Lycium californicum,,33.365.00,,6,FALSE,,,,,
Lycium californicum,Lycium californicum,33.365.02,,9,FALSE,,,,,
Lycium californicum,Lycium californicum – Artemisia nesiotica,33.365.03,,1,FALSE,,,,,
Lycium californicum,Lycium californicum – Encelia californica,33.365.01,,11,FALSE,,,,,
Malacothamnus fasciculatus,,45.450.00,,5,FALSE,,,,,
Malacothamnus fasciculatus,Malacothamnus fasciculatus,45.450.01,,5,FALSE,,,,,
Malacothamnus fasciculatus – Malacothamnus spp.,,45.450.00,,3,FALSE,,,,,
Malacothamnus fasciculatus – Malacothamnus spp.,"Malacothamnus (aboriginum, arcuatus, fremontii)",45.450.08,,2,FALSE,,,,,
Malacothamnus fasciculatus – Malacothamnus spp.,"Malacothamnus (aboriginum, fremontii, hallii)",45.450.07,,1,TRUE,,,,Lumped,45.450.08
Malacothamnus fasciculatus – Malacothamnus spp.,Malacothamnus fasciculatus,45.450.01,,8,FALSE,,,,,
Malacothamnus fasciculatus – Malacothamnus spp.,Malacothamnus fasciculatus – Salvia leucophylla,45.450.05,,2,FALSE,,,,,
Malosma laurina,,,,1,FALSE,45.455.00,,,,
Malosma laurina,,45.455.00,,8,FALSE,,,,,
Malosma laurina,Malosma laurina – Artemisia californica – Eriogonum fasciculatum,45.455.12,,1,FALSE,,,,,
Malosma laurina,Malosma laurina – Artemisia californica – Salvia leucophylla,45.455.13,,1,FALSE,,,,,
Malosma laurina,Malosma laurina – Lotus scoparius,45.455.11,,40,FALSE,,,,,
Malosma laurina,Malosma laurina – Salvia mellifera,45.455.09,,2,TRUE,,,,Merged,32.020.15
Menodora spinescens,,33.290.00,,1,FALSE,,,,,
Menodora spinescens,Menodora spinescens – (Ephedra nevadensis),33.290.02,,20,FALSE,,,,,
Menodora spinescens,Menodora spinescens – Atriplex confertifolia,33.290.01,,28,FALSE,,,,,
Mesembryanthemum spp. – Carpobrotus spp.,,21.200.00,,6,FALSE,,,,,
Mesembryanthemum spp. – Carpobrotus spp.,Carpobrotus (edulis),21.200.01,,9,FALSE,,,,,
Mesembryanthemum spp. – Carpobrotus spp.,Carpobrotus spp. – Mesembryanthemum crystallinum,21.200.02,,7,FALSE,,,,,
Mimulus (guttatus),,44.111.00,,2,TRUE,,,,Split,"45.427.00, 44.112.00"
Mimulus (guttatus),Mimulus guttatus,44.111.01,,8,FALSE,,,,,
Mimulus (guttatus),Mimulus guttatus – (Mimulus spp.),44.111.03,,2,FALSE,,,,,
Mimulus guttatus – Cirsium spp. – Stachys spp.,,44.112.00,,2,FALSE,,,,,
Mimulus guttatus – Cirsium spp. – Stachys spp.,Cirsium fontinale,42.100.04,,25,FALSE,,,,,
Mimulus guttatus – Cirsium spp. – Stachys spp.,Mimulus guttatus,44.111.01,,9,FALSE,,,,,
Mimulus guttatus – Cirsium spp. – Stachys spp.,Mimulus guttatus – Vulpia microstachys,44.111.02,,1,FALSE,,,,,
Mimulus guttatus – Cirsium spp. – Stachys spp. [pending],Mimulus guttatus,44.111.01,,1,FALSE,,,,,
Monolopia (lanceolata) – Coreopsis (calliopsidea),Coreopsis bigelovii – Layia glandulosa – Mentzelia spp. / Ephedra nevadensis,36.130.04,,1,FALSE,,,,,
Monolopia (lanceolata) – Coreopsis (calliopsidea),Coreopsis calliopsidea – Mentzelia pectinata,36.130.02,,1,FALSE,,,,,
Monolopia (lanceolata) – Coreopsis (calliopsidea),Monolopia (lanceolata) – Coreopsis (calliopsidea) alliance,36.130.00,,3,FALSE,,,,,
Monolopia (lanceolata) – Coreopsis (calliopsidea),Monolopia major,36.130.05,,3,FALSE,,,,,
Monolopia (lanceolata) – Coreopsis (calliopsidea),Monolopia major,36.130.05,,1,FALSE,,,,,
Monolopia (lanceolata) – Coreopsis (calliopsidea),Monolopia stricta,36.130.03,,1,FALSE,,,,,
Monolopia (lanceolata) – Coreopsis (calliopsidea),Monolopia stricta,36.130.03,,1,FALSE,,,,,
Montia fontana – Sidalcea calycosa,Montia fontana – Sidalcea calycosa,44.113.01,,3,FALSE,,,,,
Morella californica – Rubus spectabilis,,63.910.00,,1,FALSE,,,,,
Morella californica – Rubus spectabilis,Morella californica – Rubus spp.,63.910.01,,6,TRUE,,,,Split,"63.910.05, 63.910.04"
Morella californica – Rubus spectabilis,Rubus parviflorus,63.901.03,,2,FALSE,,,,,
Morella californica – Rubus spectabilis,Rubus spectabilis,63.901.04,,2,FALSE,,,,,
Mortonia utahensis,Mortonia utahensis,33.375.01,,7,FALSE,,,,,
Muhlenbergia rigens,,,,1,FALSE,41.278.00,,,,
Muhlenbergia rigens,,41.278.00,,1,FALSE,,,,,
Muhlenbergia rigens,Muhlenbergia rigens,41.278.01,,4,FALSE,,,,,
Nassella cernua,,41.140.00,,13,TRUE,,,,Merged,41.151.00
Nassella cernua,Nassella cernua,41.140.01,,2,FALSE,,,,,
Nassella lepida,,41.110.00,,3,TRUE,,,,Merged,41.151.00
Nassella pulchra,Nassella pulchra,41.150.04,,16,FALSE,,,,,
Nassella spp. – Melica spp.,,41.151.00,,8,FALSE,,,,,
Nassella spp. – Melica spp.,,41.151.00,,14,FALSE,,,,,
Nassella spp. – Melica spp.,Elymus multisetus – (Eschscholzia californica – Plantago erecta),41.650.02,,39,FALSE,,,,,
Nassella spp. – Melica spp.,Melica californica,41.151.01,,18,FALSE,,,,,
Nassella spp. – Melica spp.,Melica torreyana,41.275.01,,13,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella cernua,41.140.01,,20,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella lepida,41.110.01,,22,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra,41.150.04,,30,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra,41.151.04,,1,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra – Avena spp. – Bromus spp.,41.150.05,,60,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra – Corethrogyne filaginifolia,41.151.06,,1,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra – Erodium spp. – Avena barbata,41.150.06,,2,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra – Hemizonia congesta,41.151.03,,26,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra – Lolium perenne – (Trifolium spp.),41.150.01,,13,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra – Lolium perenne – Astragalus gambelianus – Lepidium nitidum,41.150.12,,11,FALSE,,,,,
Nassella spp. – Melica spp.,Nassella pulchra – Lolium perenne – Calystegia collina,41.150.13,,14,FALSE,,,,,
